"wykaz","pozycja na liście","Tytuł","ISSN","Liczba punktów"
"C","375","Archiv und Wirtschaft. Zeitschrift fuer das Archivwesen der Wirtschaft","0342-6270","10"
"C","376","Archival Science","1389-0166","10"
"C","377","Archivar (Der)","0003-9500","10"
"C","378","Archive for Mathematical Logic","0933-5846","10"
"C","379","Archives","0003-9535","10"
"C","380","Archives de philosophie","0003-9632","10"
"C","381","Archives de Sciences Sociales des Religions","0335-5985","10"
"C","382","Archives des sciences sociales des religions","1777-5825","10"
"C","383","Archives d'histoire doctrinale et littéraire du Moyen Age","0373-5478","10"
"C","384","Archives Internationales d'Histoire des Sciences","0003-9810","10"
"C","385","Archives of Asian Art","0066-6637","10"
"C","386","Archivio di Filosofia","1970-0792","10"
"C","387","Archivio di Filosofia (Archives of Philosophy)","0004-0088","10"
"C","388","Archivio Glottologico Italiano (AGI)","0004-0207","10"
"C","389","Archivio per l'antropologia e la etnologia","0373-3009","10"
"C","390","Archivio storico italiano","0391-7770","10"
"C","391","Archivium Hibernicum","0044-8745","10"
"C","392","Archivní časopis","0004-0398","10"
"C","393","Archivo de prehistoria Levantina","0210-3230","10"
"C","394","Archivo Español de Arqueología","0066-6742","10"
"C","395","Archivo Español de Arte","0004-0428","10"
"C","396","Archivo Hispalense","0210-4067","10"
"C","397","Archivo Ibero-Americano: revista trimestrál de estudios históricos","0004-0452","10"
"C","398","Archivum Eurasiae medii aevi","0724-8822","10"
"C","399","Archivum franciscanum historicum","0004-0665","10"
"C","400","Archivum Fratrum praedicatorum","0391-7320","10"
"C","401","Archivum historiae pontificiae","0066-6785","10"
"C","402","Archivum historicum societatis Iesu","0037-8887","10"
"C","403","Archivum Latinitatis Medii Aevi","1376-7453","10"
"C","404","Archivum latinitatis medii aevi: Bulletin du Cange","0994-8090","10"
"C","405","Archiwum  Historii  Filozofii  i  Myśli  Społecznej","0066-6874","10"
"C","406","Arctos - Acta Philologica Fennica","0570-734X","10"
"C","407","Arenal. Revista de Historia de las Mujeres","1134-6396","10"
"C","408","Arethusa","0004-0975","10"
"C","409","Argumentum (online)","1787-3606","10"
"C","410","Arhaiologiko Ergo stē Makedonia kai Thrakē (AΡΧΑΙΟΛΟΓΙΚΟ ΕΡΓΟ ΣΤΗ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ)","1106-5311","10"
"C","411","Arheologia Moldovei","0066-7358","10"
"C","412","Arheologiâ, ètnografiâ i antropologiâ Evrazii","1563-0102","10"
"C","413","Arheološki vestnik","0570-8966","10"
"C","414","Arhivele Olteniei","1015-9118","10"
"C","415","Arhivele Totalitarismului","1221-6917","10"
"C","416","Arhivski vjesnik","0570-9008","10"
"C","417","Ariadne Long","1406-6246","10"
"C","418","Ariadne: Forum für Frauen und Geschlechtergeschichte","0178-1073","10"
"C","419","ARIEL: A Review of International English Literature","0004-1327","10"
"C","420","Arion: A Journal of Humanities and the Classics","0095-5809","10"
"C","421","Arizona Quarterly (The)","0004-1610","10"
"C","422","Arkif för nordisk filologi","0066-7668","10"
"C","423","Armada","1384-105X","10"
"C","424","Arms and Armour","1741-6124","10"
"C","425","Arq: Architectural Research Quarterly","1359-1355","10"
"C","426","Arqueologia Mexicana","0188-8218","10"
"C","427","Ars Bavarica","0341-8480","10"
"C","428","Ars Decorativa","0133-6673","10"
"C","429","Ars Hungarica: a Magyar Tudományos Akadémia Muvészettörténeti Kutató Csoportjának közleményei","0133-1531","10"
"C","430","Ars organi","0004-2919","10"
"C","431","Ars Orientalis","0571-1371","10"
"C","432","Ars Pharmaceutica","0004-2927","10"
"C","433","Ars Transsilvaniae","1220-2789","10"
"C","434","Ars: časopis Ústavu dejín umenia Slovenskej akadémie vied","0044-9008","10"
"C","435","Art Asia-Pacific","1039-3625","10"
"C","436","Art Bulletin (The)","0004-3079","10"
"C","437","Art Bulletin of Nationalmuseum, Stockholm","1401-2987","10"
"C","438","Art Criticism","0195-4148","10"
"C","439","Art History","0141-6790","10"
"C","440","Art Journal","0004-3249","10"
"C","441","Art Monthly","0142-6702","10"
"C","442","Art Press","0245-5676","10"
"C","443","Arte Cristiana","0004-3400","10"
"C","444","Arte Lombarda","0004-3443","10"
"C","445","Arte Medievale","0393-7267","10"
"C","446","Arte Veneta","0392-5234","10"
"C","447","Artecontexto","1697-2341","10"
"C","448","Artforum International","0004-3532","10"
"C","449","Arthurian Literature","0261-9946","10"
"C","450","Arthuriana","1078-6279","10"
"C","451","Arti musices","0587-5455","10"
"C","452","Artibus Asiae","0004-3648","10"
"C","453","Artibus et Historiae","0391-9064","10"
"C","454","Artigrama","0213-1498","10"
"C","455","Artista: Critica dell’Arte in Toscana","1120-2459","10"
"C","456","Artium Quaestiones","0239-202X","10"
"C","457","Artnord","1950-8123","10"
"C","458","Arts Asiatiques","0004-3958","10"
"C","459","Arts et cultures","1264-5265","10"
"C","460","Arv. Scandinavian Yearbook of Folklore","0066-8176","10"
"C","461","Arxiu d’etnografia de Catalunya","0212-0372","10"
"C","462","Arys","1575-166X","10"
"C","463","AS Mediatijdschrift","1377-5197","10"
"C","464","Asclepio. Revista de Historia de la Medicina y de la Ciencia","0210-4466","10"
"C","465","Asian Ethnicity","1463-1369","10"
"C","466","Asian Medicine. Tradition and Modernity","1573-420X","10"
"C","467","Asian Music: Journal of the Society for Asian Music","0044-9202","10"
"C","468","Asian Philosophy","0955-2367","10"
"C","469","Asien, Afrika, Lateinamerika","0323-3790","10"
"C","470","Aspekt","1336-099X","10"
"C","471","Assessing Writing","1075-2935","10"
"C","472","Aster. Recherches en didactique des sciences","0297-9373","10"
"C","473","Atatürk Üniversitesi Güzel Sanatlar Fakültesi Dergisi","1302-2938","10"
"C","474","Atene e Roma","0004-6493","10"
"C","475","Athenaeum","0004-6574","10"
"C","476","Atiqot","0792-8424","10"
"C","477","Atlal","0256-4009","10"
"C","478","Atlantic Studies: Literary, Cultural and Historical Perspectives","1478-8810","10"
"C","479","Atlantis: A Woman's Studies Journal /Revue d'études sur les femmes","0702-7818","10"
"C","480","Atti della Accademia Nazionale dei Lincei. Notizie degli scavi di antichità","0391-8157","10"
"C","481","Atti e memorie della Società Magna Grecia","1592-7377","10"
"C","482","Audiology","0020-6091","10"
"C","483","Aufklärung. Interdisziplinäre Halbjahreschrift zur Erforschung des 18. Jahrhunderts und seiner Wirkungsgeschichte","0178-7128","10"
"C","484","Aufklärung: interdisziplinäres Jahrbuch zur Erforschung des 18. Jahrhunderts und seiner Wirkungsgeschichte","0404-0155","10"
"C","485","Augenblick. Marburger Hefte zur Medienwissenschaft","0179-2555","10"
"C","486","Augias","0108-0059","10"
"C","487","Augustinian Studies","0094-5323","10"
"C","488","Augustiniana","0004-8003","10"
"C","489","Augustinianum","0004-8011","10"
"C","490","Augustinus","0004-802X","10"
"C","491","Aus Politik und Zeitgeschichte","0479-611X","10"
"C","492","Ausgrabungen und Funde in Westfalen-Lippe","0175-6133","10"
"C","493","Australasian Journal of Philosophy","0004-8402","10"
"C","494","Australasian Victorian Studies","1327-8746","10"
"C","495","Australian Archaeology","0312-2417","10"
"C","496","Australian Educational Computing","0816-9020","10"
"C","497","Australian Historical Studies","1031-461X","10"
"C","498","Australian Journal of Irish Studies","1444-5409","10"
"C","499","Australian Journal of Teacher Education","1835-517X","10"
"C","500","Australian Literary Studies","0004-9697","10"
"C","501","Austrian Studies","1350-7532","10"
"C","502","Aut Aut","0005-0601","10"
"C","503","Avant garde","1387-3008","10"
"C","504","Axiomathes","1572-8390","10"
"C","505","Ayer","1134-2277","10"
"C","506","Azania: Journal of the British Institute in Eastern Africa","0067-270X","10"
"C","507","B.C.A. Sicilia","0394-4719","10"
"C","508","Babel International Journal of Translation","0521-9744","10"
"C","509","Bach-Jahrbuch","0084-7682","10"
"C","510","Baessler Archiv","0005-3856","10"
"C","511","Bâlgarski ezik i literatura (Sofija, Institut za bâlgarski ezik BAN)","0323-9519","10"
"C","512","Balkanistika","0205-2512","10"
"C","513","Balkansko ezikoznanie (Linguistique Balkanique)","0324-1653","10"
"C","514","Baltic-Pontic  Studies","1231-0344","10"
"C","515","Baltische Studien","0067-3099","10"
"C","516","Baltistica","0132-6503","10"
"C","517","Banatica","1222-0612","10"
"C","518","Bankhistorisches Archiv. Banking and Finance in Historical Perspective","0341-6208","10"
"C","519","Barnboken - tidskrift för barnlitteraturforskning (Barnboken - journal on children's literature research","0347-772X","10"
"C","520","Barockberichte","1029-3205","10"
"C","521","Barok","1232-3233","10"
"C","522","Bauwelt","0005-6855","10"
"C","523","Béaloideas","0332-270X","10"
"C","524","Bedfordshire Archaeology","0958-191X","10"
"C","525","Before Farming: the archaeology and anthropology of hunter gatherers","1476-4261","10"
"C","526","Behavior and Philosophy","1053-8348","10"
"C","527","Beiträge zur fränkischen Kunstgeschichte","0435-818X","10"
"C","528","Beiträge zur Geschichte der Arbeiterbewegung","0942-3060","10"
"C","529","Beiträge zur Geschichte der deutschen Sprache und Literatur","0005-8076","10"
"C","530","Beiträge zur Geschichte der Sprachwissenschaft","0939-2815","10"
"C","531","Beiträge zur Namenforschung","0005-8114","10"
"C","532","Belaruski histaryčny ahljad – Belarusian Historical Review","1392-902X","10"
"C","533","Belfagor","0005-8351","10"
"C","534","Belgian Journal of English Language and Literatures","1781-3980","10"
"C","535","Belgian Journal of Linguistics","0774-5141","10"
"C","536","Belgisch Tijdschrift voor Nieuwste Geschiedenis - Revue belge d'histoire contemporaine","0035-0869","10"
"C","537","BELL: Belgian Essays on Language and Literature","1376-2958","10"
"C","538","Belleten","0041-4255","10"
"C","539","Belvedere","0771-8683","10"
"C","540","Benedictina","0392-0356","10"
"C","541","Berceo (Logroño, Ins. Estudios Riojanos)","0210-8550","10"
"C","542","Berichte der Roemisch-Germanischen Kommission (Ber.RGK)","0341-9312","10"
"C","543","Berichten van de Rijksdienst Oudheidkundig Bodemonderzoek (Proceedings of the National Service for Archaeological Heritage in the Netherlands)","0167-5443","10"
"C","544","Berkeley Studies","0332-026X","10"
"C","545","Berytus (Beirut)","0067-6195","10"
"C","546","Beszédkutatás","1218-8727","10"
"C","547","Bibel und Kirche","0006-0623","10"
"C","548","Biblica","0006-0887","10"
"C","549","Biblical Archaeology Review (The)","0098-9444","10"
"C","550","Biblical Interpretation","0927-2569","10"
"C","553","Bibliotheca orientalis","0006-1913","10"
"C","551","Bibliothèque de l'école des chartes: revue d'erudition","0373-6237","10"
"C","552","Bibliothèque d'Humanisme et Renaissance","0006-1999","10"
"C","554","Biblische Notizen","0178-2967","10"
"C","555","Biblische Zeitschrift","0006-2014","10"
"C","556","Bien dire et bien aprandre: revue de médiévistique","0220-665X","10"
"C","557","Biharea","1013-4166","10"
"C","558","Bijdragen en mededelingen Gelre","0923-2834","10"
"C","559","Bijdragen tot de geschiedenis","0006-2286","10"
"C","560","Bijdragen: International Journal in Philosophy and Theology","0006-2278","10"
"C","561","Bildung und Erziehung","0006-2456","10"
"C","562","Bildwelten des Wissens","1611-2512","10"
"C","563","Biografie Bulletin","0925-7764","10"
"C","564","Biography: An Interdisciplinary Quarterly","0162-4962","10"
"C","565","Birikim","1300-8358","10"
"C","566","Biuletyn Historii Sztuki","0006-3967","10"
"C","567","Biuletyn Informacyjny Konserwatorów Dzieł Sztuki","1234-5211","10"
"C","568","Biuletyn Informacyjny Konserwatorów Dzieł Sztuki / Conservator-Restorers’ Bulletin","1234-5210","10"
"C","569","Biuletyn Polskiego Towarzystwa Etnochoreologicznego (Poland)","1427-3470","10"
"C","570","Blake/An Illustrated Quarterly","0160-628X","10"
"C","571","Blätter für deutsche Landesgeschichte","0006-4408","10"
"C","572","Blätter für Technikgeschichte","0067-9127","10"
"C","573","Boekenwereld (De): Tijdschrift voor boek en prent","0168-8391","10"
"C","574","Bogens verden: Tidskrift for litteratur og kultur","0006-5692","10"
"C","575","Bogoslovni vestnik","0006-5722","10"
"C","576","Bogoslovska smotra","0352-3101","10"
"C","577","Bohemia. Zeitschrift für Geschichte und Kunst der böhmischen Länder","0523-8587","10"
"C","578","Bol og by. Landbohistorisk tidskrift","0900-7334","10"
"C","579","Boletim de estudos clássicos, Coimbra","0872-2110","10"
"C","580","Boletim de filologia","0870-4600","10"
"C","581","Boletín de Arqueología Medieval","0213-6090","10"
"C","582","Boletín de la Real academia de la historia","0034-0626","10"
"C","583","Boletín de la real academia Española","0210-4822","10"
"C","584","Boletín de la Real Academia Gallega","1576-8767","10"
"C","585","Boletín del Museo del Prado","0210-8143","10"
"C","586","Boletín del Museo e Instituto ""Camón Aznar""","0211-3171","10"
"C","587","Boletín del Seminario de Estudios de Arte y Arquelogía","0210-9573","10"
"C","588","Boletin Hispanico Helvetico","1660-4938","10"
"C","589","Boletín, Real Academia de Buenas Letras de Barcelona","1695-5110","10"
"C","590","Bollettino d'Arte","0394-4611","10"
"C","591","Bollettino dei Classici","0392-842X","10"
"C","592","Bollettino del Centro Camuno di Studi Preistorici","1594-7084","10"
"C","593","Bollettino dell'archivio per la storia del movimento sociale cattolico in Italia.","0390-8240","10"
"C","594","Bollettino dell'istituto storico italiano per il Medioevo","1127-6096","10"
"C","595","Bollettino di archeologia","1120-2742","10"
"C","596","Bollettino di studi latini","0006-6583","10"
"C","597","Bollettino Senese di Storia Patria","0391-7568","10"
"C","598","Bonner Jahrbücher des Rheinischen Landesmuseums in Bonn und des Rheinischen Amtes für Bodendenkmalpflege im Landschaftsverband Rheinland und des Vereins von Altertumsfreunden im Rheinlande","0938-9334","10"
"C","599","Book History","1529-1499","10"
"C","600","Borderlines: Studies in American Culture","0968-7475","10"
"C","601","Bordón","0210-5934","10"
"C","602","Brain and Mind","1389-1987","10"
"C","603","Brakman cahier","1386-3517","10"
"C","604","Bristol and Avon Archaeology","0263-1091","10"
"C","605","Britannia","0068-113X","10"
"C","606","British Association for Romantic Studies Bulletin and Review","0964-2447","10"
"C","607","British Journal for 18th Century Studies","0141-867X","10"
"C","608","British Journal for the History of Philosophy","0960-8788","10"
"C","609","British Journal of Aesthetics","0007-0904","10"
"C","610","British Journal of Music Therapy","1359-4575","10"
"C","611","British Journal of Special Education","0952-3383","10"
"C","612","British Postgraduate Musicology","1460-9231","10"
"C","613","Brno Studies in English","0524-6881","10"
"C","614","Brocar","1885-8309","10"
"C","615","Brontë Studies","1474-8932","10"
"C","616","Brood & Rozen. Tijdschrift voor de Geschiedenis van Sociale Bewegingen.","1370-7477","10"
"C","617","Brücke-Archiv","0300-2039","10"
"C","618","Bruckner-Jahrbuch","1013-8897","10"
"C","619","Bruniana & Campanelliana: Ricerche filosofiche e materiali storico – testuali","1125-3819","10"
"C","620","Buletinul Societăţii Numismatice Române","1012-0890","10"
"C","621","Bulgarian ethnology","1310-5213","10"
"C","622","Bulgarian Historical Review","0324-0207","10"
"C","623","Bulgarski ezik","0005-4283","10"
"C","624","Bullan: An Irish Studies Journal","1353-1913","10"
"C","625","Bulletin Antieke Beschaving (BABESCH)","0165-9367","10"
"C","626","Bulletin d'archéologie marocaine","0068-4015","10"
"C","627","Bulletin de correspondance hellénique","0007-4217","10"
"C","628","Bulletin de l’école Française de l’Extrême Orient","0336-1519","10"
"C","629","Bulletin de la Commission royale des Monuments et Sites","0522-7496","10"
"C","630","Bulletin de la société d’etudes anglo-americaines des 17ième et 18ième siècles","0291-3798","10"
"C","631","Bulletin de la société d'archéologie copte (Cairo)","0005-948X","10"
"C","632","Bulletin de la Société de l'histoire de l'art français","0301-4126","10"
"C","633","Bulletin de la Société de l'HIstoire du Protestantisme Français","0037-9050","10"
"C","634","Bulletin de la société de linguistique de Paris","0037-9069","10"
"C","635","Bulletin de la Société d'Egyptologie de Genève","0255-6286","10"
"C","636","Bulletin de la Société française de numismatique","0037-9344","10"
"C","637","Bulletin de la Société Française d'Egyptologie","0037-9379","10"
"C","638","Bulletin de la Société historique et archéologique du Périgord","1141-135X","10"
"C","639","Bulletin de la société internationale des études yourcenariennes","0987-7940","10"
"C","640","Bulletin de la Société nationale des Antiquaires de France","0081-1181","10"
"C","641","Bulletin de la Societé Préhistorique francaise","0249-7638","10"
"C","642","Bulletin de la Société Royale Belge d'Anthropologie et de Préhistoire","0304-1425","10"
"C","643","Bulletin de l'Académie royale de langue et de littératures françaises","0770-7061","10"
"C","644","Bulletin de l'Association Guillaume Budé","0004-5527","10"
"C","645","Bulletin de l'Institut d'Égypte","1110-1938","10"
"C","646","Bulletin de l'Institut Français d'Archéologie Orientale du Caire","0255-0962","10"
"C","647","Bulletin de l'Institut Historique belge de Rome. Bulletin van het Belgisch Historisch Instituut te Rome","0073-8530","10"
"C","648","Bulletin de littérature ecclésiastique","0007-4322","10"
"C","649","Bulletin de Philosophie Médiévale","0068-4023","10"
"C","650","Bulletin de Psychologie","0007-4403","10"
"C","651","Bulletin d'histoire et d'épistémologie des sciences de la vie","1279-7243","10"
"C","652","Bulletin du CIETA (Centre International d'études des textiles anciens)","1016-8982","10"
"C","653","Bulletin du livre médiéval","0753-5015","10"
"C","654","Bulletin du Musée hongrois des Beaux-Arts - a Szépmüvészeti Muzeum Közleményei.","0133-5545","10"
"C","655","Bulletin du musée national de Varsovie","0027-3791","10"
"C","656","Bulletin Hamilton Kerr Institute","0964-1181","10"
"C","657","Bulletin Hispanique","0007-4640","10"
"C","658","Bulletin Marcel Proust","1249-674X","10"
"C","659","Bulletin monumental","0007-473X","10"
"C","660","Bulletin of Medieval Canon Law","0146-2989","10"
"C","661","Bulletin of Portuguese/Japanese Studies","0874-8438","10"
"C","662","Bulletin of Society of Italian Studies","0264-2190","10"
"C","663","Bulletin of Spanish Studies, Glasgow","1475-3820","10"
"C","664","Bulletin of the American Schools of Oriental Research","0003-097X","10"
"C","665","Bulletin of the American Society of Papyrologists","0003-1186","10"
"C","666","Bulletin of the Ancient Orient Museum (of Tokyo)","0388-7219","10"
"C","667","Bulletin of the German Historical Institute London","0269-8552","10"
"C","668","Bulletin of the Hegel Society of Great Britain","0263-5232","10"
"C","669","Bulletin of the Henry Sweet Society for the History of Linguistic Ideas","0267-4971","10"
"C","670","Bulletin of the Institute of Archaeology (of London)","0076-0722","10"
"C","671","Bulletin of the Institute of Classical Studies","0076-0730","10"
"C","672","Bulletin of the International Organization for Septuagint and Cognate Studies","0145-3890","10"
"C","673","Bulletin of the John Rylands University Library of Manchester","0301-102X","10"
"C","674","Bulletin of the Museum of Far Eastern Antiquities","0081-5691","10"
"C","675","Bulletin of the National Gallery in Prague","0862-8912","10"
"C","676","Bulletin of the School of Oriental and African Studies","0041-977X","10"
"C","677","Bulletin of the Scientific Instrument Society","0956-8271","10"
"C","678","Bulletin of the Section of Logic","0138-0680","10"
"C","679","Bulletin Suisse de linguistique appliquée (VALS-ASLA)","1023-2044","10"
"C","680","Bulletin van de Koninklijke musea voor kunst en geschiedenis","0776-1414","10"
"C","681","Bulletin van de Koninklijke musea voor schone kunsten van België","0027-3856","10"
"C","682","Bulletin van de Koninklijke Nederlandse oudheidkundige bond","1381-1541","10"
"C","683","Bulletin van het Koninklijk Instituut voor het Kunstpatrimonium = Bulletin de l'Institut royal du Patrimoine artistique","0085-1892","10"
"C","684","Bulletin van het Rijksmuseum","0165-9510","10"
"C","685","Bulletin: geschiedenis, kunst, cultuur","0928-3641","10"
"C","686","Bulletins et Mémoires de la Société d'Anthropologie de Paris","0037-8984","10"
"C","687","Bullettino della Commissione archeologica comunale di Roma","0392-7636","10"
"C","688","Bullettino dell'Istituto di Diritto romano","0391-1810","10"
"C","689","Burgen und Schlösser","0007-6201","10"
"C","690","Burlington Magazine (The)","0007-6287","10"
"C","691","Byron Journal","0301-7257","10"
"C","692","Byzantiaka (Thessaloniki)","1012-0513","10"
"C","693","Byzantina","0345-195X","10"
"C","694","Byzantine and Modern Greek Studies","0307-0131","10"
"C","695","Byzantinische Forschungen: Internationale Zeitschrift für Byzantinisktik","0167-5346","10"
"C","696","Byzantinische Zeitschrift","0007-7704","10"
"C","697","Byzantinoslavica","0007-7712","10"
"C","698","Byzantion: Revue internationale des études byzantines","0378-2506","10"
"C","699","Cadernos de Filosofia","0873-7282","10"
"C","700","Cadernos de Literatura","0871-4975","10"
"C","701","Cadernos de literatura brasileira","1413-652X","10"
"C","702","Cadernos de literatura comparada","1645-1112","10"
"C","703","Caesaraugusta. Arqueologia-prehistoria-historia antigua","0007-9502","10"
"C","704","Caesarodunum","0245-5196","10"
"C","705","Cahier - Centre d'Etudes Chypriotes","0761-8271","10"
"C","706","Cahiers alsaciens d'archéologie, d'art et d'histoire","0575-0385","10"
"C","707","Cahiers archaéologiques","0068-4945","10"
"C","708","Cahiers belges d'histoire militaire","1377-834X","10"
"C","709","Cahiers d' histoire","0008-008X","10"
"C","710","Cahiers d’etudes africaines","0008-0055","10"
"C","711","Cahiers d’études lévinassiennes","1565-5512","10"
"C","712","Cahiers d’Extrême-Asie","0766-1177","10"
"C","713","Cahiers de civilisation médiévale","0007-9731","10"
"C","714","Cahiers de grammaire","0242-1593","10"
"C","715","Cahiers de l’association internationale des études françaises","0571-5865","10"
"C","716","Cahiers de la céramique égyptienne","1110-7715","10"
"C","717","Cahiers de lexicologie","0007-9871","10"
"C","718","Cahiers de Linguistique - Asie Orientale","0153-3320","10"
"C","719","Cahiers de linguistique française","0259-6199","10"
"C","720","Cahiers de linguistique théorique et appliquée","0007-988X","10"
"C","721","Cahiers de l'institut de linguistique de Louvain","0771-6524","10"
"C","722","Cahiers de praxématique","0765-4944","10"
"C","723","Cahiers de Recherches Médiévales (A Journal of medieval studies)","1272-9752","10"
"C","724","Cahiers des Amériques Latines","1141-7161","10"
"C","725","Cahiers des amis de Pierre Benoit (Les)","0992-9835","10"
"C","726","Cahiers des Etudes Anciennes","0317-5065","10"
"C","727","Cahiers des religions Africaines","0008-0047","10"
"C","728","Cahiers d'Ethnomusicologie (anciennement Cahiers de musiques traditionnelles)","1015-5775","10"
"C","729","Cahiers d'études hispaniques médiévales","1779-4684","10"
"C","730","Cahiers d'études hongroises","1149-6525","10"
"C","731","Cahiers d'histoire","1271-6669","10"
"C","732","Cahiers d'histoire de l'art (Les)","1763-0894","10"
"C","733","Cahiers d'Histoire du Mouvement Ouvrier","1424-0475","10"
"C","734","Cahiers d'Histoire du Temps présent/Bijdragen tot de Eigentijdse Geschiedenis","0771-6435","10"
"C","735","Cahiers d'Histoire et de Philosophie des Sciences","0753-6712","10"
"C","736","Cahiers du Centre G. Glotz","1016-9008","10"
"C","737","Cahiers du Genre","1165-3558","10"
"C","738","Cahiers du Monde russe","1252-6576","10"
"C","739","Cahiers du Musée national d'art moderne","0181-1525","10"
"C","740","Cahiers du naturalisme (Les)","1778-610X","10"
"C","741","Cahiers elisabéthains","0184-7678","10"
"C","742","Cahiers Ferdinand de Saussure","0068-516X","10"
"C","743","Cahiers Franz Schubert. Revue de musique classique et romantique","1168-9501","10"
"C","744","Cahiers Internationaux de Symbolisme","0008-0284","10"
"C","745","Cahiers Jean Giraudoux","0150-6943","10"
"C","746","Cahiers naturalistes (Les)","0008-0365","10"
"C","747","Cahiers Victoriens et Edouardiens","0220-5610","10"
"C","748","Cahiers Voltaire","1637-4096","10"
"C","749","Caietele Echinox","1582-960X","10"
"C","750","Calamus renascens. Revista de humanismo y tradición clásica (Alcañiz - Teruel - Cádiz)","1576-3471","10"
"C","751","Calico Journal","0742-7778","10"
"C","752","Callaloo, Journal of African American Literary Studies","0161-2492","10"
"C","753","CALL-EJ","1442-438X","10"
"C","754","Calvin Theological Journal","0008-1795","10"
"C","755","Cambrian Medieval Celtic Studies","1353-0089","10"
"C","756","Cambridge Archaeological Journal","0959-7743","10"
"C","757","Cambridge Classical Journal (The) (formerly :Proceedings of the Cambridge Philological Society)","1750-2705","10"
"C","758","Cambridge Opera Journal","0954-5867","10"
"C","759","Cambridge Quarterly","0008-199X","10"
"C","760","Camera Obscura: A Journal of Feminism and Film Theory","0270-5346","10"
"C","761","Camoenae Hungaricae","1786-5484","10"
"C","762","Campus  Wide  Information  Systems","1065-0741","10"
"C","763","Canadian American Slavic Studies","0090-8290","10"
"C","764","Canadian Historical Review","0008-3755","10"
"C","765","Canadian Journal of African Studies","0008-3968","10"
"C","766","Canadian Journal of Education","0380-2361","10"
"C","767","Canadian Journal of History","0008-4107","10"
"C","768","Canadian Journal of Linguistics","0008-4131","10"
"C","769","Canadian Journal of Netherlandic Studies","0225-0500","10"
"C","770","Canadian Journal of Philosophy","0045-5091","10"
"C","771","Canadian Literature","0008-4360","10"
"C","772","Canadian Review of Comparative Literature","0319-051X","10"
"C","773","Capra. The journal for Cave Archaeology and Palaeontology","1467-8837","10"
"C","774","Caravelle. Cahiers du monde hispanique et luso-brésilien","1147-6753","10"
"C","775","Career and Technical Education Research (Formerly: Journal of Vocational Education Research)","1554-754X","10"
"C","776","Cargo. Časopis pro kulturní / sociální antropologii","1212-4923","10"
"C","777","Carinthia","0008-6606","10"
"C","778","Carl Nielsen Studies","1603-3663","10"
"C","779","Carnuntum Jahrbuch","0411-129X","10"
"C","780","Carrefours de l'éducation","1262-3490","10"
"C","781","Casabella","0008-7181","10"
"C","782","Časopis Matice moravské","0323-052X","10"
"C","783","Časopis Národního muzea","1214-0627","10"
"C","784","Časopis pro moderni filologii","0008-7386","10"
"C","785","Časopis za zgodovino in narodopisje","0590-5966","10"
"C","786","Cassiodorus: rivista di studi sulla tarda antichità","1123-8968","10"
"C","787","Castilla","1133-3820","10"
"C","788","Catholica. Vierteljahresschrift für ökumenische Theologie","0008-8501","10"
"C","789","Çédille, revista de estudios franceses","1699-4949","10"
"C","790","Central Asiatic Journal","0008-9192","10"
"C","791","Central Europe","1479-0963","10"
"C","792","Central European Journal of Public Health","1210-7778","10"
"C","793","Cerebral Cortex","1566-6816","10"
"C","794","Česká literatura","0009-0468","10"
"C","795","Ceský casopis historický/The Czech Historical Review","0862-6111","10"
"C","796","CHAOS","0108-4453","10"
"C","797","Charles Lamb Bulletin","0308-0951","10"
"C","798","Château Gaillard","0577-5752","10"
"C","799","Chaucer Review","0009-2002","10"
"C","800","Cheiron Materiali e strumenti di storia (Italy)","1127-8951","10"
"C","801","Chemistry Education Research and Practice","1756-1108","10"
"C","802","Chesterton Review","0317-0500","10"
"C","803","Child Care in Practice","1357-5279","10"
"C","804","Children's Literature in Education","0045-6713","10"
"C","805","Chime","0926-7263","10"
"C","806","Chiron","0069-3715","10"
"C","807","Choir and Organ","0968-7262","10"
"C","808","Chora: Intervals in the Philosophy of Architecture","1198-449X","10"
"C","809","Chronica Nova","0210-9611","10"
"C","810","Chronique d'Egypte","0009-6067","10"
"C","811","Chroniques de Port-Royal","0529-4975","10"
"C","812","Chroniques italiennes","0766-4257","10"
"C","813","Church Archaeology","1366-8129","10"
"C","814","Church History and Religious Culture (formerly Nederlands Archief voor Kerkgeschiedenis","0028-2030","10"
"C","815","Church History and Religious Culture (Nederlands archief voor kerkges chiedenis)","1871-241X","10"
"C","816","Church History: Studies in Christianity and Culture","0009-6407","10"
"C","817","Circa Art Magazine","0263-9475","10"
"C","818","Cistercienser Chronik","0379-8291","10"
"C","819","Cîteaux Commentarii Cistercienses","0009-7497","10"
"C","820","Cîteaux: Commentarii Cistercienses: Revue d'histoire cistercienne: A Journal of Historical Studies","0774-4919","10"
"C","821","Civilisations. Revue Internationale d'Anthropologie et de Sciences Humaines","0009-8140","10"
"C","822","CLA Journal","0007-8549","10"
"C","823","Clairlieu","0774-7241","10"
"C","824","Classica et Mediaevalia","0106-5815","10"
"C","825","Classical Antiquity","0278-6656","10"
"C","826","Classical Bulletin. A Journal of International Scholarship and Special Topics","0009-8337","10"
"C","827","Classical Philology","0009-837X","10"
"C","828","Classical Quarterly","0009-8388","10"
"C","829","Classical Review","0009-840X","10"
"C","830","Classical World","0009-8418","10"
"C","831","Classiconorroena","1071-4405","10"
